id,block,sub,sub_addr,str_off,page,speaker,japanese,korean,note
21-00-1100-01,21,0,71E5A4,1100,1,社員,"社員
「１５０年くらい前にも現れたってい
　う話だけど・・・」{W}",,
21-00-1166-00,21,0,71E5A4,1166,0,社員,"社員
「やっと平和になって・・・」{W}",,
21-00-1166-01,21,0,71E5A4,1166,1,社員,"社員
「後は、若社長が社長になるのを待つ
　だけだね」{W}",,
21-00-11C4-00,21,0,71E5A4,11C4,0,社員,"社員
「やっと平和にはなったけど・・・」{W}",,
21-00-11C4-01,21,0,71E5A4,11C4,1,社員,"社員
「若社長がいないと寂しいね」{W}",,
21-00-1214-00,21,0,71E5A4,1214,0,社員,"社員
「社長もたいへんだよ」{W}",,
21-00-1214-01,21,0,71E5A4,1214,1,社員,"社員
「ミッドガルズ支社が、戦争のせいで
　アクセスできなくなったんだって」{W}",,
21-00-1282-00,21,0,71E5A4,1282,0,社員,"社員
「まあ、若社長がいれば大丈夫だけど
　ね」{W}",,
21-00-1282-01,21,0,71E5A4,1282,1,社員,"社員
「若社長・・・？」{W}",,
21-00-1282-02,21,0,71E5A4,1282,2,社員,"社員
「一階にいるエルウィンだよ」{W}",,
21-00-1282-03,21,0,71E5A4,1282,3,社員,"社員
「まだ営業マンだけどね」{W}",,
21-00-1314-00,21,0,71E5A4,1314,0,事務員,"事務員
「あらっ、お客さん？」{W}",,
21-00-1314-01,21,0,71E5A4,1314,1,事務員,"事務員
「紅茶でもいかが？」{W}",,
21-00-1354-00,21,0,71E5A4,1354,0,事務員,"事務員
「戦争が終わったのはよかったんだけ
　ど・・・」{W}",,
21-00-1354-01,21,0,71E5A4,1354,1,事務員,"事務員
「結局、ダオスがどこから来たのか、
　わからずじまいね」{W}",,
21-00-13D2-00,21,0,71E5A4,13D2,0,事務員,"事務員
「ここまで戦争が飛び火しなきゃいい
　けど・・・」{W}",,
21-00-13D2-01,21,0,71E5A4,13D2,1,事務員,"事務員
「ところで、ダオスってどこから来た
　のかしら？」{W}",,
21-00-144C-00,21,0,71E5A4,144C,0,エルウィンの父・ドグ,"エルウィンの父・ドグ
「きっ、君たち・・・」{W}",,
21-00-144C-01,21,0,71E5A4,144C,1,ドグ,"ドグ
「エルウィンを知らないか！？」{W}",,
21-00-144C-02,21,0,71E5A4,144C,2,ドグ,"ドグ
「エルウィンが・・・、行方不明にな
　ってしまったんだ！」{W}",,
21-00-144C-03,21,0,71E5A4,144C,3,クラース,"{N4}
「・・・それは、あなたに原因がある
　のでは？」{W}",,
21-00-144C-04,21,0,71E5A4,144C,4,クラース,"{N4}
「息子さんがかわいいあまりに、縛り
　つけていた・・・」{W}",,
21-00-144C-05,21,0,71E5A4,144C,5,クラース,"{N4}
「図星ですね・・・？」{W}",,
21-00-144C-06,21,0,71E5A4,144C,6,ドグ,"ドグ
「・・・確かにその通りだ」{W}",,
21-00-144C-07,21,0,71E5A4,144C,7,ドグ,"ドグ
「だが、もう心を入れ替えた」{W}",,
21-00-144C-08,21,0,71E5A4,144C,8,ドグ,"ドグ
「ただエルウィンが帰ってきさえすれ
　ば・・・」{W}",,
21-00-144C-09,21,0,71E5A4,144C,9,,{COL:3}エルウィンの居場所を話しますか？{COL:2},,
21-00-1620-00,21,0,71E5A4,1620,0,ドグ,"ドグ
「そうか・・・」{W}",,
21-00-1620-01,21,0,71E5A4,1620,1,ドグ,"ドグ
「もし、エルウィンの居場所がわかっ
　たら教えてくれないか？」{W}",,
21-00-1620-02,21,0,71E5A4,1620,2,ドグ,"ドグ
「礼はする」{W}",,
21-00-1694-00,21,0,71E5A4,1694,0,ドグ,"ドグ
「知っているのか！？」{W}",,
21-00-1694-01,21,0,71E5A4,1694,1,クレス,"{N1}
「ええ、アルヴァニスタにいました」{W}",,
21-00-1694-02,21,0,71E5A4,1694,2,クレス,"{N1}
「ナンシーも一緒でしたよ」{W}",,
21-00-1700-00,21,0,71E5A4,1700,0,ドグ,"ドグ
「・・・そうか」{W}",,
21-00-1700-01,21,0,71E5A4,1700,1,ドグ,"ドグ
「あの女がエルウィンを・・・」{W}",,
21-00-1740-00,21,0,71E5A4,1740,0,ドグ,"ドグ
「君たちには世話になったね」{W}",,
21-00-1740-01,21,0,71E5A4,1740,1,ドグ,"ドグ
「エルウィンが自ら選んだ道だ」{W}",,
21-00-1740-02,21,0,71E5A4,1740,2,ドグ,"ドグ
「もう何も言わない」{W}",,
21-00-17A8-00,21,0,71E5A4,17A8,0,社長,"社長
「なんだ、お前たちは？」{W}",,
21-00-17A8-01,21,0,71E5A4,17A8,1,社長,"社長
「勝手に入ってくるな！」{W}",,
21-00-17EA-00,21,0,71E5A4,17EA,0,店員,"店員
「いらっしゃい」{W}",,
21-00-1804-00,21,0,71E5A4,1804,0,店員,"店員
「ありがとうございました」{W}",,
21-00-1828-00,21,0,71E5A4,1828,0,町の人,"町の人
「さて、今夜のおかずは～っと」{W}",,
21-00-1852-00,21,0,71E5A4,1852,0,町の人,"町の人
「モーリア坑道に入るには許可証がい
　るらしいね」{W}",,
21-00-1852-01,21,0,71E5A4,1852,1,町の人,"町の人
「オレが旅の途中にアルヴァニスタに
　寄った時の話だ」{W}",,
21-00-1852-02,21,0,71E5A4,1852,2,町の人,"町の人
「さて、今夜のおかずは～っと」{W}",,
21-00-18F8-00,21,0,71E5A4,18F8,0,男の子,"男の子
「お父さん、早く帰ってこないかな」{W}",,
21-00-18F8-01,21,0,71E5A4,18F8,1,男の子,"男の子
「ぼくのお父さん漁師だから、なかな
　か帰ってこないんだ」{W}",,
21-00-196A-00,21,0,71E5A4,196A,0,女の子,"女の子
「掃除しなきゃ・・・」{W}",,
21-00-196A-01,21,0,71E5A4,196A,1,女の子,"女の子
「えっ、私？」{W}",,
21-00-196A-02,21,0,71E5A4,196A,2,女の子,"女の子
「ここでバイトしてるの」{W}",,
21-00-19C6-00,21,0,71E5A4,19C6,0,おばあさん,"おばあさん
「昔は精霊様も姿を現してたんじゃが　・・・」{W}",,
21-00-19C6-01,21,0,71E5A4,19C6,1,おばあさん,"おばあさん
「ここ最近はエルフの姿も見当たらん
　のぅ{SPD:10}・・・{SPD:FF}」{W}",,
21-00-19C6-02,21,0,71E5A4,19C6,2,おばあさん,"おばあさん
「何かの前触れかのぅ{SPD:10}・・・{SPD:FF}」{W}",,
21-00-1A7C-00,21,0,71E5A4,1A7C,0,ハーフエルフ,"ハーフエルフ
「２００年たっても料理一つ覚えない
　んだから・・・」{W}",,
21-00-1A7C-01,21,0,71E5A4,1A7C,1,ハーフエルフ,"ハーフエルフ
「ああ・・・、私はハーフエルフなん
　です」{W}",,
21-00-1A7C-02,21,0,71E5A4,1A7C,2,ハーフエルフ,"ハーフエルフ
「エルフやハーフエルフは人間よりも
　長生きするんですよ」{W}",,
21-00-1A7C-03,21,0,71E5A4,1A7C,3,ハーフエルフ,"ハーフエルフ
「ところで、あなたたちどこかで会い
　ませんでした？」{W}",,
21-00-1B90-00,21,0,71E5A4,1B90,0,ハーフエルフ,"ハーフエルフ
「さて、今夜のおかずは何にしようか
　な」{W}",,
21-00-1B90-01,21,0,71E5A4,1B90,1,ハーフエルフ,"ハーフエルフ
「お師匠様が家で待っているんです」{W}",,
21-00-1B90-02,21,0,71E5A4,1B90,2,ハーフエルフ,"ハーフエルフ
「早く家に帰らないとうるさくて・・
　・」{W}",,
21-00-1B90-03,21,0,71E5A4,1B90,3,ハーフエルフ,"ハーフエルフ
「ああ、魔法の師匠ですよ」{W}",,
21-00-1B90-04,21,0,71E5A4,1B90,4,ハーフエルフ,"ハーフエルフ
「ぼくの姉さんですけどね」{W}",,
21-00-1B90-05,21,0,71E5A4,1B90,5,ハーフエルフ,"ハーフエルフ
「家は、お父さんがエルフだったから
　・・・」{W}",,
21-00-1B90-06,21,0,71E5A4,1B90,6,ハーフエルフ,"ハーフエルフ
「どこかに行っちゃいましたけどね」{W}",,
21-00-1B90-07,21,0,71E5A4,1B90,7,ハーフエルフ,"ハーフエルフ
「子供を残して、とお思いでしょうが
　・・・」{W}",,
21-00-1B90-08,21,0,71E5A4,1B90,8,ハーフエルフ,"ハーフエルフ
「きっと何らかのわけがあったと思い
　ます」{W}",,
21-00-1B90-09,21,0,71E5A4,1B90,9,ハーフエルフ,"ハーフエルフ
「いつか帰ってきますよ」{W}",,
21-00-1D9E-00,21,0,71E5A4,1D9E,0,ハーフエルフ,"ハーフエルフ
「ご飯まだ～？」{W}",,
21-00-1D9E-01,21,0,71E5A4,1D9E,1,ハーフエルフ,"ハーフエルフ
「早くして～」{W}",,
21-00-1DDE-00,21,0,71E5A4,1DDE,0,ハーフエルフ,"ハーフエルフ
「師匠で～す」{W}",,
21-00-1DFE-00,21,0,71E5A4,1DFE,0,ハーフエルフ,"ハーフエルフ
「どう？」{W}",,
21-00-1DFE-01,21,0,71E5A4,1DFE,1,ハーフエルフ,"ハーフエルフ
「この間の魔法は？」{W}",,
21-00-1E3E-00,21,0,71E5A4,1E3E,0,ハーフエルフ,"ハーフエルフ
「あれっ、あなた魔法使い？」{W}",,
21-00-1E3E-01,21,0,71E5A4,1E3E,1,ハーフエルフ,"ハーフエルフ
「呪文書、売ってあげようか？」{W}",,
21-00-1E3E-02,21,0,71E5A4,1E3E,2,ハーフエルフ,"ハーフエルフ
「どの呪文書がいい？」{W}",,
21-00-1E3E-03,21,0,71E5A4,1E3E,3,,"　１．{TITLE:BB}
　２．{TITLE:C4}",,
21-00-1ED6-00,21,0,71E5A4,1ED6,0,ハーフエルフ,"ハーフエルフ
「２００ガルドになるけど、いいかし
　ら？」",,
21-00-1F12-00,21,0,71E5A4,1F12,0,,"{N3}は
{TITLE:BB}を覚えました。{W}",,
21-00-1F30-00,21,0,71E5A4,1F30,0,ハーフエルフ,"ハーフエルフ
「４０００ガルドになるけど、いいか
　しら？」",,
21-00-1F6E-00,21,0,71E5A4,1F6E,0,,"{N3}は
{TITLE:C4}を覚えました。{W}",,
21-00-1F8C-00,21,0,71E5A4,1F8C,0,ハーフエルフ,"ハーフエルフ
「あら、残念」{W}",,
21-00-1FAC-00,21,0,71E5A4,1FAC,0,ハーフエルフ,"ハーフエルフ
「ありがとう」{W}",,
21-00-1FCC-00,21,0,71E5A4,1FCC,0,ハーフエルフ,"ハーフエルフ
「お金が足りないわ」{W}",,
21-00-1FF2-00,21,0,71E5A4,1FF2,0,ハーフエルフ,"ハーフエルフ
「この魔法はもう覚えてるじゃない」{W}",,
21-00-2026-00,21,0,71E5A4,2026,0,道具屋,"道具屋
「いらっしゃい」{W}",,
21-00-2042-00,21,0,71E5A4,2042,0,道具屋,"道具屋
「どうも～」{W}",,
21-00-205A-00,21,0,71E5A4,205A,0,市長,"市長
「下でパーティーをやっておる」{W}",,
21-00-205A-01,21,0,71E5A4,205A,1,市長,"市長
「君もどうだね？」{W}",,
21-00-209C-00,21,0,71E5A4,209C,0,市長,"市長
「私がこのベネツィアの市長だ」{W}",,
21-00-209C-01,21,0,71E5A4,209C,1,市長,"市長
「えッ？」{W}",,
21-00-209C-02,21,0,71E5A4,209C,2,市長,"市長
「そんなこと聞いてないって？」{W}",,
21-00-209C-03,21,0,71E5A4,209C,3,市長,"市長
「ところで、君たちはどこから来たの
　かね？」{W}",,
21-00-209C-04,21,0,71E5A4,209C,4,クレス,"{N1}
「南ユークリッドから来ました」{W}",,
21-00-209C-05,21,0,71E5A4,209C,5,市長,"市長
「もしかしてベルアダムから？」{W}",,
21-00-209C-06,21,0,71E5A4,209C,6,市長,"市長
「そこにレニオスという人がいなかっ
　たかね？」{W}",,
21-00-209C-07,21,0,71E5A4,209C,7,クレス,"{N1}
「ええ、村長がそうです」{W}",,
21-00-209C-08,21,0,71E5A4,209C,8,市長,"市長
「なにッ！？」{W}",,
21-00-209C-09,21,0,71E5A4,209C,9,市長,"市長
「そうか・・・、あいつ、村長になっ
　たか・・・」{W}",,
21-00-209C-10,21,0,71E5A4,209C,10,市長,"市長
「レニオスはわしの双子の弟なんじゃ
　よ」{W}",,
21-00-209C-11,21,0,71E5A4,209C,11,市長,"市長
「南ユークリッドの開発をやるんだ、
　と・・・」{W}",,
21-00-209C-12,21,0,71E5A4,209C,12,市長,"市長
「この町から出て行って十年にもなる
　・・・」{W}",,
21-00-209C-13,21,0,71E5A4,209C,13,市長,"市長
「また会ったらよろしく言っておいて
　くれんか」{W}",,
21-00-22FE-00,21,0,71E5A4,22FE,0,女の子,"女の子
「やっと戦争も終わって、海外旅行も
　自由にできるようになったわ」{W}",,
21-00-22FE-01,21,0,71E5A4,22FE,1,女の子,"女の子
「私、一度でいいから白馬に会ってみ
　たいな」{W}",,
21-00-22FE-02,21,0,71E5A4,22FE,2,女の子,"女の子
「清らかな乙女しか会わないなんて、
　ロマンチックよね～」{W}",,
21-00-23C8-00,21,0,71E5A4,23C8,0,女の子,"女の子
「たまには、海外旅行に行きたいな」{W}",,
21-00-23C8-01,21,0,71E5A4,23C8,1,女の子,"女の子
「でも、ミッドガルズは戦争で無理で
　しょ」{W}",,
21-00-23C8-02,21,0,71E5A4,23C8,2,女の子,"女の子
「アルヴァニスタ行きの船は、船長が
　優柔不断で出ないし・・・」{W}",,
21-00-23C8-03,21,0,71E5A4,23C8,3,女の子,"女の子
「どうなってんのかな？」{W}",,
21-00-2498-00,21,0,71E5A4,2498,0,,（他愛もない世間話をしている）{W},,
21-00-24BA-00,21,0,71E5A4,24BA,0,女の人,"女の人
「今、デミテルの事を話していたの」{W}",,
21-00-24BA-01,21,0,71E5A4,24BA,1,女の人,"女の人
「デミテルは、魔法が使えるハーフエ
　ルフでした」{W}",,
21-00-24BA-02,21,0,71E5A4,24BA,2,女の人,"女の人
「昔は、この町で魔法の研究をしてい
　て・・・」{W}",,
21-00-24BA-03,21,0,71E5A4,24BA,3,女の人,"女の人
「人々の役に立っていたと聞きます」{W}",,
21-00-24BA-04,21,0,71E5A4,24BA,4,女の人,"女の人
「でも、一年前・・・」{W}",,
21-00-24BA-05,21,0,71E5A4,24BA,5,女の人,"女の人
「人が変わったように、すべての研究
　を捨てて・・・」{W}",,
21-00-24BA-06,21,0,71E5A4,24BA,6,女の人,"女の人
「はるか西の孤島に移り住んでしまい
　ました」{W}",,
21-00-2622-00,21,0,71E5A4,2622,0,クレス,"{N1}
「西の孤島？」{W}",,
21-00-2622-01,21,0,71E5A4,2622,1,クラース,"{N4}
「西の孤島か・・・」{W}",,
21-00-2622-02,21,0,71E5A4,2622,2,クラース,"{N4}
「船でなければ行けないな」{W}",,
21-00-2622-03,21,0,71E5A4,2622,3,クラース,"{N4}
「港に行ってみよう」{W}",,
21-00-2622-04,21,0,71E5A4,2622,4,クラース,"{N4}
「船長に頼めば、船を出してくれるか
　もしれない」{W}",,
21-00-26CE-00,21,0,71E5A4,26CE,0,,（他愛もない世間話をしている）{W},,
21-00-26F0-00,21,0,71E5A4,26F0,0,男の人,"男の人
「今、デミテルの話をしていたんだ」{W}",,
21-00-26F0-01,21,0,71E5A4,26F0,1,男の人,"男の人
「彼が、ここから出ていく夜・・・」{W}",,
21-00-26F0-02,21,0,71E5A4,26F0,2,男の人,"男の人
「まるで、なにかにとりつかれたよう
　な形相だったそうだよ」{W}",,
21-00-2790-00,21,0,71E5A4,2790,0,,（他愛もない世間話をしている）{W},,
21-00-27B2-00,21,0,71E5A4,27B2,0,,（他愛もない世間話をしている）{W},,
21-00-27D4-00,21,0,71E5A4,27D4,0,男の子,"男の子
「市長の家ってでかいな～」{W}",,
21-00-27FA-00,21,0,71E5A4,27FA,0,婦人,"婦人
「今、パーティーをやってるの」{W}",,
21-00-27FA-01,21,0,71E5A4,27FA,1,婦人,"婦人
「あなたもいかが？」{W}",,
21-00-283E-00,21,0,71E5A4,283E,0,男の子,"男の子
「何のパーティーかって？」{W}",,
21-00-283E-01,21,0,71E5A4,283E,1,男の子,"男の子
「誕生日会だよ」{W}",,
21-00-283E-02,21,0,71E5A4,283E,2,男の子,"男の子
「市長の兄の子供の友達の姉だって」{W}",,
21-00-283E-03,21,0,71E5A4,283E,3,男の子,"男の子
「何かよくわかんないや」{W}",,
21-00-28CC-00,21,0,71E5A4,28CC,0,市長の兄の子供の友達の姉,"市長の兄の子供の友達の姉
「姉で～す」{W}",,
21-00-28F6-00,21,0,71E5A4,28F6,0,ナンシー,"ナンシー
「あなたたちは・・・」{W}",,
21-00-291A-00,21,0,71E5A4,291A,0,クレス,"{N1}
「ナンシーさん！！」{W}",,
21-00-291A-01,21,0,71E5A4,291A,1,クレス,"{N1}
「何でこんな所に・・・？」{W}",,
21-00-291A-02,21,0,71E5A4,291A,2,ナンシー,"ナンシー
「ここまで旅の方に連れて来てもらっ
　たんです」{W}",,
21-00-291A-03,21,0,71E5A4,291A,3,ナンシー,"ナンシー
「彼に直接言いたくて・・・」{W}",,
21-00-29BE-00,21,0,71E5A4,29BE,0,ミント,"{N2}
「どうです？」{W}",,
21-00-29BE-01,21,0,71E5A4,29BE,1,ミント,"{N2}
「うまくいってますか？」{W}",,
21-00-29BE-02,21,0,71E5A4,29BE,2,ナンシー,"ナンシー
「それが{SPD:10}・・・{SPD:FF}」{W}",,
21-00-29BE-03,21,0,71E5A4,29BE,3,クレス,"{N1}
（また、何かあったらしいな・・・）{W}",,
21-00-29BE-04,21,0,71E5A4,29BE,4,ミント,"{N2}
「なにか力になれる？」{W}",,
21-00-29BE-05,21,0,71E5A4,29BE,5,クラース,"{N4}
「おいおい、こんな所で道草食ってる
　場合じゃ・・・」{W}",,
21-00-29BE-06,21,0,71E5A4,29BE,6,,{COL:3}彼女の力になりますか？{COL:2},,
21-00-2ABE-00,21,0,71E5A4,2ABE,0,ナンシー,"ナンシー
「彼の・・・、会社の前まで行けるん
　だけど・・・」{W}",,
21-00-2ABE-01,21,0,71E5A4,2ABE,1,ナンシー,"ナンシー
「足が震えて中に入れなくて{SPD:10}・・・{SPD:FF}」{W}",,
21-00-2ABE-02,21,0,71E5A4,2ABE,2,ミント,"{N2}
「エルウィンのアポイントを取ればい
　いのね？」{W}",,
21-00-2ABE-03,21,0,71E5A4,2ABE,3,ミント,"{N2}
「わかったわ」{W}",,
21-00-2B84-00,21,0,71E5A4,2B84,0,クレス,"{N1}
「ごめん、急いでいるから・・・」{W}",,
21-00-2BAE-00,21,0,71E5A4,2BAE,0,ナンシー,"ナンシー
「エルウィン{SPD:10}・・・{SPD:FF}」{W}",,
21-00-2BD8-00,21,0,71E5A4,2BD8,0,クレス,"{N1}
「アポイントを取ってきたよ」{W}",,
21-00-2BD8-01,21,0,71E5A4,2BD8,1,クレス,"{N1}
「中央広場の噴水の前で、待ってるっ
　て」{W}",,
21-00-2BD8-02,21,0,71E5A4,2BD8,2,ナンシー,"ナンシー
「あっ、ありがとう！」{W}",,
21-00-2BD8-03,21,0,71E5A4,2BD8,3,ナンシー,"ナンシー
「なんてお礼を言っていいか・・・」{W}",,
21-00-2BD8-04,21,0,71E5A4,2BD8,4,ミント,"{N2}
「そんなことより、早くエルウィンに
　会いに行って」{W}",,
21-00-2BD8-05,21,0,71E5A4,2BD8,5,ナンシー,"ナンシー
「はいッ！！」{W}",,
21-00-2CD6-00,21,0,71E5A4,2CD6,0,ナンシー,"ナンシー
「エルウィンの妻として、彼の支えに
　なりたいと思います」{W}",,
21-00-2D1E-00,21,0,71E5A4,2D1E,0,チェルシー,"チェルシー
「{N2}先生！」{W}",,
21-00-2D1E-01,21,0,71E5A4,2D1E,1,チェルシー,"チェルシー
「私、今から発表会するの！」{W}",,
21-00-2D1E-02,21,0,71E5A4,2D1E,2,チェルシー,"チェルシー
「先生も聞いてって！」{W}",,
21-00-2D8A-00,21,0,71E5A4,2D8A,0,チェルシー,"チェルシー
「ドキドキ・・・」{W}",,
21-00-2D8A-01,21,0,71E5A4,2D8A,1,ミント,"{N2}
「がんばってね」{W}",,
21-00-2DC4-00,21,0,71E5A4,2DC4,0,チェルシー,"チェルシー
「{N2}先生のおかげだよ」{W}",,
21-00-2DC4-01,21,0,71E5A4,2DC4,1,チェルシー,"チェルシー
「どうもありがとう」{W}",,
21-00-2E0E-00,21,0,71E5A4,2E0E,0,メイド,"メイド
「お嬢様の誕生日に、ピアノがプレゼ
　ントされたのですが・・・」{W}",,
21-00-2E0E-01,21,0,71E5A4,2E0E,1,メイド,"メイド
「まだまだ、あの通りですわ」{W}",,
21-00-2E80-00,21,0,71E5A4,2E80,0,メイド,"メイド
「お嬢様はピアノに夢中ですわ」{W}",,
21-00-2E80-01,21,0,71E5A4,2E80,1,メイド,"メイド
「練習がとても楽しいようです」{W}",,
21-00-2ED2-00,21,0,71E5A4,2ED2,0,メイド,"メイド
「お嬢様のピアノの上達ぶりはすごい
　ですわ」{W}",,
21-00-2ED2-01,21,0,71E5A4,2ED2,1,メイド,"メイド
「どんどんうまくなるのよ」{W}",,
21-00-2F30-00,21,0,71E5A4,2F30,0,町の人,"町の人
「今からピアノの発表会をやるんだけ
　ど、あなたも聞く？」",,
21-00-2F74-00,21,0,71E5A4,2F74,0,町の人,"町の人
「本当にピアノが上手ねぇ」{W}",,
21-00-2F9A-00,21,0,71E5A4,2F9A,0,町の人,"町の人
「さすがは市長の娘さんだ」{W}",,
21-00-2FC0-00,21,0,71E5A4,2FC0,0,女の子,"女の子
「もうっ！」{W}",,
21-00-2FC0-01,21,0,71E5A4,2FC0,1,女の子,"女の子
「お兄ちゃんったらあの子に夢中なん
　だから」{W}",,
21-00-3010-00,21,0,71E5A4,3010,0,社員,"社員
「船の航行が完全にストップしちゃっ
　て大変だよ」{W}",,
21-00-3010-01,21,0,71E5A4,3010,1,社員,"社員
「しょうがないから・・・」{W}",,
21-00-3010-02,21,0,71E5A4,3010,2,社員,"社員
「ユークリッドとかミゲールから物を
　取り寄せてるんだ」{W}",,
21-00-30AE-00,21,0,71E5A4,30AE,0,社員,"社員
「まぁ、不景気だけど、先々代のエル
　ウィン社長が・・・」{W}",,
21-00-30AE-01,21,0,71E5A4,30AE,1,社員,"社員
「魔科学を使った製品を独自で開発し
　てね」{W}",,
21-00-30AE-02,21,0,71E5A4,30AE,2,社員,"社員
「その商品で何とか切り抜けられるだ
　ろう」{W}",,
21-00-315A-00,21,0,71E5A4,315A,0,社員,"社員
「そういえば、モーリア坑道地質調査
　隊が・・・」{W}",,
21-00-315A-01,21,0,71E5A4,315A,1,社員,"社員
「坑道の最下層の下に、さらに何かあ
　るらしいとか言ってたな」{W}",,
21-00-31DC-00,21,0,71E5A4,31DC,0,スティーブン,"スティーブン
「営業に出かけなくては・・・」{W}",,
21-00-320C-00,21,0,71E5A4,320C,0,クレス,"{N1}
「えッ・・・？」{W}",,
21-00-320C-01,21,0,71E5A4,320C,1,クレス,"{N1}
「なっ、なんでエルウィンさんがここ
　に！？」{W}",,
21-00-320C-02,21,0,71E5A4,320C,2,？？？,"？？？
「はぁ・・・？」{W}",,
21-00-320C-03,21,0,71E5A4,320C,3,？？？,"？？？
「ぼくの名前は、スティーブンだけど
　・・・？」{W}",,
21-00-320C-04,21,0,71E5A4,320C,4,スティーブン,"スティーブン
「まてよ、確か先々代のおじいさんの
　名前がエルウィンだったか？」{W}",,
21-00-320C-05,21,0,71E5A4,320C,5,クレス,"{N1}
「あっ{SPD:10}・・・、{SPD:9F6}なっ、なんでもありま
　せん・・・」{W}",,
21-00-3344-00,21,0,71E5A4,3344,0,社長,"社長
「なんとかこのピンチを切り抜けなけ
　れば・・・」{W}",,
21-00-3344-01,21,0,71E5A4,3344,1,社長,"社長
「会社の存続に関わるからな」{W}",,
21-00-33A4-00,21,0,71E5A4,33A4,0,管理人,"管理人
「君は見学者かね？」{W}",,
21-00-33A4-01,21,0,71E5A4,33A4,1,管理人,"管理人
「この建物は、売りに出されているん
　だ」{W}",,
21-00-33A4-02,21,0,71E5A4,33A4,2,管理人,"管理人
「前の会社がつぶれてね」{W}",,
21-00-33A4-03,21,0,71E5A4,33A4,3,管理人,"管理人
「私はここの管理人だ」{W}",,
21-00-343A-00,21,0,71E5A4,343A,0,先生,"先生
「私は先生です」{W}",,
21-00-3454-00,21,0,71E5A4,3454,0,生徒？,"生徒？
「１＋２＝３で・・・」{W}",,
21-00-3476-00,21,0,71E5A4,3476,0,生徒,"生徒
「分数の割り算って、どうして上下を
　逆さまにすんの？」{W}",,
21-00-34B8-00,21,0,71E5A4,34B8,0,生徒,"生徒
「円周率！」{W}",,
21-00-34B8-01,21,0,71E5A4,34B8,1,生徒,"生徒
「３．１４１５９２６５３５８９７９
　・・・」{W}",,
21-00-3504-00,21,0,71E5A4,3504,0,生徒,"生徒
「早く給食になんないかなぁ」{W}",,
21-00-352A-00,21,0,71E5A4,352A,0,生徒,"生徒
「今、算数の時間なの」{W}",,
21-00-354A-00,21,0,71E5A4,354A,0,生徒,"生徒
「忍者の魔物が出るんだよ」{W}",,
21-00-354A-01,21,0,71E5A4,354A,1,生徒,"生徒
「どっから来たんだろうね？」{W}",,
21-00-3592-00,21,0,71E5A4,3592,0,生徒,"生徒
「宿題忘れて立たされてるんだ」{W}",,
21-00-35BA-00,21,0,71E5A4,35BA,0,受付,"受付
「ここはベネツィア学園よ」{W}",,
21-00-35DE-00,21,0,71E5A4,35DE,0,先生,"先生
「ここは前、輸入会社だったの」{W}",,
21-00-35DE-01,21,0,71E5A4,35DE,1,先生,"先生
「倒産したので、建物をそのまま利用
　して学校を設立したのよ」{W}",,
21-00-364C-00,21,0,71E5A4,364C,0,先生,"先生
「ここは職員室だよ」{W}",,
21-00-366A-00,21,0,71E5A4,366A,0,先生,"先生
「ダオス率いる魔物がどこから来るの
　か、未だにわかりません」{W}",,
21-00-366A-01,21,0,71E5A4,366A,1,先生,"先生
「ダオスの居場所がわかればまだ反撃
　のしようがあるのですが」{W}",,
21-00-36F8-00,21,0,71E5A4,36F8,0,先生,"先生
「ここから東の方向に・・・」{W}",,
21-00-36F8-01,21,0,71E5A4,36F8,1,先生,"先生
「フリーズキールっていう雪の町があ
　るんじゃよ」{W}",,
21-00-36F8-02,21,0,71E5A4,36F8,2,先生,"先生
「そこには教会があってのぅ」{W}",,
21-00-36F8-03,21,0,71E5A4,36F8,3,先生,"先生
「一度行ってみたいわい」{W}",,
21-00-379C-00,21,0,71E5A4,379C,0,先生,"先生
「あんれまぁ、いい男▽」{W}",,
21-00-37BE-00,21,0,71E5A4,37BE,0,先生,"先生
「今、音楽の授業をしているの」{W}",,
21-00-37E6-00,21,0,71E5A4,37E6,0,先生,"先生
「は～い、みなさんよくできました」{W}",,
21-00-3812-00,21,0,71E5A4,3812,0,生徒,"生徒
「シングルＣＤ買ってね」{W}",,
21-00-3834-00,21,0,71E5A4,3834,0,生徒,"生徒
「ラララ～」{W}",,
21-00-3834-01,21,0,71E5A4,3834,1,クレス,"{N1}
（ノリノリに歌っている）{W}",,
21-00-386A-00,21,0,71E5A4,386A,0,生徒,"生徒
「{SPD:10}ま・な・つ・の{SPD:FF}・太陽～背に受け～
　て～。オーイエ」{W}",,
21-00-386A-01,21,0,71E5A4,386A,1,生徒,"生徒
「作詞ってたいへんだよな」{W}",,
21-00-38D4-00,21,0,71E5A4,38D4,0,生徒,"生徒
「ラララ～」{W}",,
21-00-38D4-01,21,0,71E5A4,38D4,1,クレス,"{N1}
（ノリノリに歌っている、ちょっとオ
　ンチだ）{W}",,
21-00-3920-00,21,0,71E5A4,3920,0,生徒,"生徒
「ピカリン・ココリン、勇者様にな～
　れ！」{W}",,
21-00-3956-00,21,0,71E5A4,3956,0,生徒,"生徒
「ラララ～」{W}",,
21-00-3956-01,21,0,71E5A4,3956,1,生徒,"生徒
（ノリノリに歌っている、なかなかう
　まい）{W}",,
21-00-39A0-00,21,0,71E5A4,39A0,0,生徒,"生徒
「ピュ～ピュ～」{W}",,
